object_path,asset_name,asset_class_path,evidence_freshness,stage,status,ambiguous_count,not_recovered_count,source_not_available_count,stale_count,failure_reason,gap_count
/Game/ASA/Dinos/Archelon/Dinos/Buffs/Buff_Archelon_BabyDryLand_ASA.Buff_Archelon_BabyDryLand_ASA,Buff_Archelon_BabyDryLand_ASA,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,2,0,,2
/Game/ASA/Dinos/Bison/Buff_BisonBabyGrow.Buff_BisonBabyGrow,Buff_BisonBabyGrow,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,2,0,,2
/Game/ASA/Dinos/Gigantoraptor/Buffs/Buff_GigantoraptorSlowFall.Buff_GigantoraptorSlowFall,Buff_GigantoraptorSlowFall,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,2,0,,2
/Game/Genesis/Dinos/GiantTurtle/GiantTurtle_Piranha_Character_BP.GiantTurtle_Piranha_Character_BP,GiantTurtle_Piranha_Character_BP,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,2,0,,2
/Game/Genesis/Missions/VRBattle/BossArenaManager_VRBattle.BossArenaManager_VRBattle,BossArenaManager_VRBattle,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,2,0,,2
/Game/Genesis/Missions/VRBattle/MissionTrigger_VRBattleCodeKeyKiosk.MissionTrigger_VRBattleCodeKeyKiosk,MissionTrigger_VRBattleCodeKeyKiosk,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,1,1,0,,2
/Game/Genesis/Weapons/TekGrenadeLauncher/PrimalItem_WeaponTekGrenadeLauncher.PrimalItem_WeaponTekGrenadeLauncher,PrimalItem_WeaponTekGrenadeLauncher,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,2,0,,2
/Game/Packs/TidesOfFortune/Dinos/Axolotl/Axolotl_Small/Buff_AxolotlRegenBuffer_Small.Buff_AxolotlRegenBuffer_Small,Buff_AxolotlRegenBuffer_Small,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,2,0,,2
/Game/Packs/TidesOfFortune/Items/Tools/TreasureMapBottle/Gameplay/BaseClasses/StructureBP_TreasureBottle_Base.StructureBP_TreasureBottle_Base,StructureBP_TreasureBottle_Base,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,2,0,,2
/Game/Packs/TidesOfFortune/Structures/PirateChest/SupplyCrate_BuriedTreasurePirate_Ascendant.SupplyCrate_BuriedTreasurePirate_Ascendant,SupplyCrate_BuriedTreasurePirate_Ascendant,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,1,1,0,,2
/Game/Packs/TidesOfFortune/Structures/PirateChest/SupplyCrate_BuriedTreasurePirate_Journeyman.SupplyCrate_BuriedTreasurePirate_Journeyman,SupplyCrate_BuriedTreasurePirate_Journeyman,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,1,1,0,,2
